GO_id,description,gene_ratio,bg_ratio,p_value,p_adjust,q_value,gene_ids,count
GO:0001763,morphogenesis of a branching structure,93/5559,203/18903,5.0127053892838e-07,1.92452081910003e-05,1.35713659067013e-05,5310/8626/9175/10512/1739/79977/2099/284217/80004/2138/54922/4192/7422/90/57142/54567/3169/2258/3911/2045/7080/51176/2252/4089/2719/5058/64783/6692/10653/1499/367/25932/10736/5314/2885/56998/186/2131/64478/9241/9021/7490/5087/5727/5154/441478/2297/59277/1906/6422/2737/2253/6722/10765/10672/4488/6662/7849/650/6495/3791/10253/23213/473/1969/9353/4851/10252/8642/2637/5499/1605/2303/29072/5534/30812/2263/9620/8829/6299/8914/2246/7474/7475/53335/7471/6608/6926/1813/8945/9500/7052/6997,93
GO:0009743,response to carbohydrate,93/5559,234/18903,0.0004265568550402,0.0043191392700312,0.0030457773620244,1080/572/51085/2696/2067/5606/6720/5743/5019/80339/5127/23516/2309/1958/6659/9572/6597/54795/7776/55107/79727/26056/2752/7057/3480/4089/25874/6934/3745/653361/4760/4825/133308/10524/9024/4087/4023/1946/8398/222546/9230/677/8660/415116/10497/10399/2729/6196/338/50507/7494/55011/2645/5007/5467/6722/8609/4221/3158/5211/26154/114/836/5579/25942/111/1728/26137/23236/389692/3123/23098/5798/6416/387/5609/3091/23394/5532/2185/130399/5105/4821/5894/6434/5530/8893/55088/5581/5936/80010/6844/4067,93
GO:1901888,regulation of cell junction assembly,93/5559,204/18903,6.57297993973233e-07,2.34396595278705e-05,1.65292156376872e-05,7414/27067/55737/23332/2239/6548/869/1845/9693/23603/266727/7422/5906/2693/6615/79414/23499/5786/2045/5879/7057/4916/351/51057/6622/5789/2047/50848/1365/7248/1613/55209/22883/26047/627/9378/2049/71/1946/6092/375790/84628/8861/23077/5583/22998/6093/9448/1307/6422/57669/9270/6385/6495/3791/92359/577/347902/54828/147381/1969/2895/7070/89780/8321/10611/23122/22871/54674/23768/3556/6281/347731/387804/342184/4593/395/9748/387/6910/8829/23394/3551/857/3605/56940/7474/90102/7476/2039/55920/10082/4914,93
GO:0071383,cellular response to steroid hormone stimulus,92/5559,209/18903,4.70738822597274e-06,0.0001209667492331,8.53035207566711e-05,7035/2288/1407/672/8284/490/8626/5978/3301/2099/10013/10521/23543/51366/2931/23081/57178/1655/55325/10728/4848/90/55818/8289/6446/2309/2103/55809/9572/6597/7538/4654/3169/23558/842/2100/3480/11057/10498/5058/678/10018/3192/8928/476/10424/8085/54541/367/85315/9420/2101/6879/51341/5187/677/2104/112398/477/9063/1906/7023/6422/5467/2908/7337/383/51569/1408/5585/7533/9667/3158/301/9101/1977/4306/133522/6340/65992/79447/387/4734/23411/5327/687/5105/9575/196541/8313/64754/5465,92
GO:1903050,regulation of proteolysis involved in protein catabolic process,92/5559,227/18903,0.0002076958527311,0.0025039967291884,0.001765772316087,54467/5310/9709/369/7514/3326/9978/9683/8312/2931/10213/2043/1191/10755/5582/23640/3300/90865/55212/160418/154214/2768/65018/11337/9655/10221/1263/64110/5071/7874/29978/2272/10399/1050/2729/8554/8975/4983/2932/51322/27351/6923/51343/29997/1855/51684/7337/5887/1017/8239/863/29979/64844/255488/144165/1453/57630/153769/5701/27185/819/7314/80011/11146/26259/90637/65992/6815/114881/51667/5601/55743/1457/4092/6449/857/55294/79031/440730/2185/7471/23287/6135/6872/25898/8945/8313/4534/150684/6599/6613/1454,92
GO:0032869,cellular response to insulin stimulus,92/5559,208/18903,3.69212282600851e-06,0.0001015755501188,7.16292047431236e-05,55971/9734/5315/5590/64710/490/6720/10890/27131/6548/80339/9663/23516/5296/2931/10014/23371/9847/2690/2771/8503/2693/57727/51141/376497/5786/64900/324/1019/10499/3480/2241/51043/6464/4218/7532/3643/2101/3177/5771/4023/10458/2885/5781/9021/8651/6667/677/8660/406895/2729/2932/8648/7494/208/2645/23189/27019/8471/3158/8412/5170/23038/1979/2308/5584/5579/3481/23235/84275/2303/3638/5591/9564/5588/10580/23411/6430/5105/9365/55667/5925/55023/143686/140710/133060/255738/6599/5936/5770/201475/6844,92
GO:0042593,glucose homeostasis,92/5559,248/18903,0.0052580001405305,0.0284577048585699,0.020067848664852,1080/572/1407/51085/4804/64710/5019/5127/23516/5296/3953/1268/2309/57727/6659/9572/6597/7425/3169/54795/7776/55107/79727/26056/56262/3480/4089/25874/6934/3745/653361/4760/133308/6774/3643/10524/9024/5771/5781/64478/1946/8398/222546/9230/5727/8660/415116/10497/406895/10399/1050/2729/50507/7494/55011/2645/10891/5007/5467/6722/8609/1408/4221/3607/26154/2308/114/2264/25942/111/26137/3123/5798/1725/23411/3091/5532/3488/6794/5105/5894/6434/5530/143686/3098/3099/2171/55088/5581/5936/80010/55777,92
GO:0045732,positive regulation of protein catabolic process,92/5559,209/18903,4.70738822597274e-06,0.0001209667492331,8.53035207566711e-05,54467/29116/9709/55737/3320/7430/26088/9978/8312/4946/2931/20/152503/975/868/1191/4035/3949/23640/324/3300/90865/580/55212/160418/154214/2719/6811/8754/11337/9655/10221/1263/11124/5071/29978/10533/10399/1050/112398/2729/8554/8975/2932/6923/51343/29997/1855/10297/26234/6662/863/29979/255488/80204/144165/1453/9686/10769/2308/79888/57630/153769/5701/51339/26259/90637/4947/65992/114881/51667/5601/4734/55743/4898/51257/1457/4092/6449/857/55294/7474/51429/51514/4478/6872/8450/25898/8313/255738/6613/1454,92
GO:0017157,regulation of exocytosis,92/5559,213/18903,1.19946155387976e-05,0.0002733755131634,0.0001927793704413,1080/5898/9066/84062/9498/6857/5217/23332/6813/5978/10890/255057/8911/6855/55512/9545/5864/2771/5906/1268/148/10755/5582/30817/3351/6812/6622/8573/2241/3745/808/4218/25837/29091/3684/10015/8398/5413/5071/3916/27445/613/8912/8913/321/56848/3566/23011/2932/11069/51760/1855/28964/84961/6385/6861/301/9581/5170/9515/4851/115827/23122/2150/1020/5579/164/22871/5028/136/9699/6281/9846/57102/8832/7251/112755/9367/27183/8027/10814/1813/7476/673/8618/783/143425/8941/201475/84258/6844/4067,92
GO:0006469,negative regulation of protein kinase activity,91/5559,216/18903,4.2403124101695e-05,0.0007054784668093,0.0004974904047463,84062/5788/3301/4616/25793/6547/54922/3315/51422/7016/6461/80279/1845/867/23603/10019/868/1843/9479/1026/1032/324/55755/11221/6622/57732/1849/161742/124790/10636/7532/5569/9655/10221/5771/5339/6879/10614/5478/4763/104/406895/10399/1050/3843/8692/2950/7023/6422/1855/9270/54900/5585/650/4298/64793/4221/10253/6895/5170/27250/7070/7345/94032/10252/836/2810/4869/64853/81848/5575/406929/5291/6317/7251/23411/29108/857/11329/56940/3156/79706/1028/374462/5925/93649/1030/64754/5770/11116/4067,91
GO:0008154,actin polymerization or depolymerization,91/5559,200/18903,9.56828812916804e-07,3.14874787924152e-05,2.22043893695677e-05,55971/8522/51474/5217/8440/9948/1739/832/64857/23406/5296/84687/8936/2693/57580/343578/7408/8195/80115/9026/9645/80206/10677/5879/9873/93663/2934/120/2241/2059/9050/2909/57731/253260/79778/442721/10458/2885/91663/51466/6840/6709/51734/7114/10178/10787/119/55604/118/11078/8976/23189/57482/7429/1729/163782/10810/23075/10006/10152/9353/10435/130271/51571/11013/10092/10602/2150/93661/57553/342184/395/55761/387/79822/29108/6387/51019/2185/11135/51429/56907/85464/1730/55740/286527/2039/5581/6712/830/283,91
GO:0016197,endosomal transport,91/5559,247/18903,0.0067946964524009,0.0345356911883261,0.0243539325377,7260/8943/55737/55658/10890/2060/51510/27131/26088/8766/25963/55111/8677/84079/10938/23603/23527/10254/51652/9559/55317/84440/9779/57533/1213/93343/81609/401548/84910/23426/10311/6811/51375/22853/79778/4218/9230/5071/7874/10123/6453/79958/9043/54497/8218/23085/85377/23673/58513/157680/8546/116986/10228/9581/84162/9905/51542/57182/57724/160622/22836/26000/23023/5870/22876/55773/23274/7251/83874/65009/57020/57589/200576/51552/57706/404636/51019/9367/8675/25938/51429/27183/8027/738/7109/27236/51271/127845/155382/50618/57132,91
GO:0019827,stem cell population maintenance,91/5559,177/18903,6.00415728121914e-10,8.42394946830499e-08,5.94041381518497e-08,54623/29998/1994/8626/60/5978/4849/84678/23081/657/1656/4848/64426/23506/3280/55818/5396/8289/80306/2309/26147/2103/51123/8202/6659/6597/79727/23318/9314/63978/678/53918/7071/8324/7547/6497/10642/90390/1499/3516/6774/10736/81603/9241/8861/406937/6605/51412/5108/6422/9275/605/607/6662/7849/6939/23168/4851/2308/1977/60485/8320/3622/25942/9079/84750/23137/5926/51742/57167/182/6608/55274/5894/6926/79595/6760/22823/57721/79648/7476/673/2176/5928/8819/25836/1000/6599/22882/283149/9646,91
GO:0060491,regulation of cell projection assembly,91/5559,201/18903,1.24765635828385e-06,3.98385322323309e-05,2.80933982498412e-05,5898/6792/26751/27067/4134/10198/9696/5217/6624/5909/832/1785/3320/5064/26499/26051/688/6101/7016/23603/9750/989/9513/324/10677/5879/54874/83478/7226/115704/51057/64422/4651/57451/2241/2059/10163/26053/2909/221908/153241/79874/116985/375790/51466/3064/57787/10178/80199/23224/9474/10787/2932/8976/23189/23329/6722/10096/55704/4957/10152/54828/1969/9353/10435/2823/10602/7401/27152/2150/22871/653464/10801/642273/54443/8100/2665/998/7419/1540/8829/857/7471/11135/54869/10097/55835/2039/79647/55920/3985,91
GO:0099504,synaptic vesicle cycle,91/5559,192/18903,9.82523647125858e-08,4.98998230233211e-06,3.51884349708316e-06,9066/84062/9498/8943/9892/6857/5217/60/1785/9342/80331/140679/6855/57030/5864/1759/5906/9829/1268/27253/148/10755/29993/5582/6616/3351/6812/85439/6455/6622/8573/808/8927/6809/1499/9024/8541/71/5413/27445/10497/6453/321/6093/10947/4983/22999/2932/11069/8120/8775/1855/28964/84961/6861/8546/9581/84162/6457/89780/6854/1173/1020/5579/22871/5028/136/1488/9699/154664/5575/11037/8773/112755/5532/2054/9381/23025/440279/10814/1813/7476/673/57465/8618/783/339302/1000/143425/50618/6844,91
GO:1902115,regulation of organelle assembly,91/5559,207/18903,5.64465894377299e-06,0.0001411164735943,9.95127347859775e-05,6792/672/79142/4134/10198/9696/55062/6624/1785/51510/64147/7430/8897/869/6101/7016/4591/4848/3567/51652/989/6491/23229/57533/55755/9908/4916/4089/115704/51057/64422/401548/2934/3192/5789/126731/65018/2909/221908/51375/153241/10015/9637/8408/79874/29978/3064/57787/80199/23224/9474/6047/2932/23256/23329/55704/57535/6385/4957/4926/5899/10769/2895/50807/118611/27152/4869/10801/3556/1778/8100/7175/5601/2665/387/7251/7419/1540/57472/200576/29899/8027/4478/203228/9638/55835/255967/85459/4534/3985/57132,91
GO:0120032,regulation of plasma membrane bounded cell projection assembly,90/5559,199/18903,1.50384676309965e-06,4.57538284056262e-05,3.22647560245958e-05,5898/6792/26751/27067/4134/10198/9696/5217/6624/5909/832/1785/3320/5064/26499/26051/688/6101/7016/23603/9750/989/9513/324/10677/5879/54874/83478/7226/115704/51057/64422/4651/57451/2241/2059/10163/26053/2909/221908/153241/79874/116985/375790/51466/3064/57787/10178/80199/23224/9474/10787/2932/8976/23189/23329/6722/10096/55704/4957/10152/54828/1969/9353/10435/2823/10602/7401/27152/2150/22871/653464/10801/54443/8100/2665/998/7419/1540/8829/857/7471/11135/54869/10097/55835/2039/79647/55920/3985,90
GO:1902806,regulation of cell cycle G1/S phase transition,90/5559,213/18903,4.0839054992093e-05,0.0006881237529111,0.0004852521805514,55904/54623/5310/8193/493/60/1739/990/25793/79791/2146/6603/595/2735/90/8289/894/3624/6491/1026/6597/1032/324/10457/9314/163859/58190/472/144455/7465/10263/1263/10106/4582/126520/196528/1654/6605/51412/6604/51322/1869/81610/5934/9275/605/3398/1017/26057/4221/902/301/49860/10769/1956/9510/6154/51339/29117/8738/51379/55367/23236/65992/5591/79447/23026/79960/55294/9928/54617/55274/81853/6601/5925/10217/6872/1030/138151/55835/8450/7015/4330/6241/27085/6599/4291/11200/7027/8110,90
GO:1990138,neuron projection extension,90/5559,172/18903,2.26273887705188e-10,3.5596745748743e-08,2.51021686463188e-08,3475/5048/6792/7414/999/5590/6857/9175/10371/10512/4133/1785/3320/9962/79594/57556/3326/5802/1954/3984/8437/8936/7422/57142/7143/8828/7852/1908/51299/23499/66000/118813/26053/4825/10501/1499/214/65059/8408/5071/9043/7869/65078/1906/22999/23011/2932/1808/51760/59284/1855/6722/8239/10439/9856/56924/151835/9353/3688/89780/27185/1020/57611/25942/1826/9699/6586/57698/51265/23327/57609/4897/8829/23394/80208/6387/5532/7474/150465/6794/53335/1907/23025/80031/8826/203228/10509/50618/84258/91584,90
GO:0002573,myeloid leukocyte differentiation,90/5559,218/18903,0.0001124577052605,0.0015598972020006,0.0011000107400807,9855/5048/51208/7030/10272/7037/7107/1943/4627/22985/5971/1021/9644/975/1432/7422/3567/3624/2739/10401/2488/3658/51176/351/2719/5457/814/79705/7071/861/133308/3600/10370/1499/3516/3635/2194/2353/3726/5293/1051/2101/10221/5771/3725/56998/161882/1436/10766/8651/677/4763/84456/9935/1050/406937/6422/3398/1385/3623/863/5914/8546/8792/1969/3930/5578/133522/2150/1880/3123/9846/22904/998/8544/23411/6729/4318/3696/55294/3605/7099/3662/5530/5925/135228/133396/6670/7189/4067,90
GO:0030705,cytoskeleton-dependent intracellular transport,90/5559,208/18903,1.36375466421777e-05,0.0003012403282261,0.0002124291241559,5048/440193/27067/84062/8943/5590/4133/8655/51168/10013/29911/11020/3315/8936/6421/10376/55112/10749/547/92558/54874/403/351/4542/51057/66000/4651/55638/1740/667/9531/3192/23353/7846/84790/4642/3916/3064/80199/23224/57560/10947/23291/5108/23011/80173/8120/8976/57584/55704/112752/6780/4430/8546/63971/5861/8499/22994/7345/200162/1780/55764/27152/7314/5870/22906/79659/199953/54785/1778/6683/8100/998/3091/80208/117178/6794/55686/55288/23287/64005/4647/9638/57728/26958/55088/283234/23299/6687/3281,90
GO:0031032,actomyosin structure organization,90/5559,204/18903,5.31775188489645e-06,0.0001350374002267,9.52258843540719e-05,4205/5217/9948/23332/55160/2037/7481/6548/4627/7138/5296/3984/7016/7126/6869/1266/8195/1264/4628/80206/5156/29109/5879/7168/4089/27063/5058/10163/50848/1465/7248/10015/442721/55561/3880/5734/84978/5339/71/116985/51466/399687/406991/22998/1265/6093/1906/55604/2036/10391/6422/9124/221692/6722/57669/55704/9270/6385/408/122786/8476/3688/84033/23122/257019/6281/406929/54443/395/387/998/10529/3693/79822/5829/10580/8829/7139/2185/2318/85415/27183/23671/90102/673/2035/123016/1466/4703/9578,90
GO:0048167,regulation of synaptic plasticity,90/5559,207/18903,1.08361891200003e-05,0.0002517695636004,0.0001775432532545,9066/27067/5590/5743/6547/6855/869/2906/5864/4355/9693/5924/2043/7143/4297/6543/10755/5582/468/7425/1742/6616/6812/351/152330/6622/54915/2890/3745/22941/2898/6809/4218/4204/10636/7532/10458/8541/9241/729956/5649/4763/6376/10858/22999/2932/23085/3710/5594/23373/6722/57616/6780/7533/5914/10769/1979/2895/25769/114/1020/2915/79772/9699/2903/57537/5575/4311/23154/11178/815/84502/9145/5327/5532/81539/2185/1959/440279/152404/10814/1813/22986/27020/673/134/26012/388336/26037/6844,90
GO:0033157,regulation of intracellular protein transport,89/5559,225/18903,0.0006687789315842,0.005909074121532,0.0041669700985948,999/6720/5743/3320/7514/55696/10075/3326/55612/2010/51366/4946/27113/5296/2931/975/9847/1432/9695/948/29969/79899/4836/51496/580/9520/6934/288/9531/3745/65018/23379/79778/3684/5569/3728/1263/9024/5781/5071/4763/2316/6721/84455/10178/3843/8692/3998/5108/2932/5905/5494/208/2737/51684/55754/9270/51569/10155/10541/54828/22994/2064/160622/1020/23255/2810/4947/161291/3638/79567/7175/51009/7323/55294/51277/6608/9585/51128/7545/284/9478/2039/80149/10023/983/5587/5770/6844,89
GO:0048705,skeletal system morphogenesis,89/5559,227/18903,0.0009278550803631,0.007527880840682,0.0053085227437922,56603/5310/8538/1112/2261/3340/1739/5915/79977/55512/2138/1954/3200/59338/55553/2251/1432/2690/1386/5396/4209/23314/25902/51141/55112/5447/5156/7020/2201/27173/8817/6497/9249/4146/10370/3636/1499/10736/4087/10265/6664/57453/2131/9241/5079/134701/80199/2296/8692/57560/2260/2734/6422/2737/2253/1277/60676/4488/6662/6939/6495/5914/6660/658/6935/2132/133522/29123/5916/2303/29072/4762/3638/389058/89/342184/2263/1311/1749/654/7476/57728/28982/25836/4054/8313/7059/50515/25987,89
GO:0050679,positive regulation of epithelial cell proliferation,89/5559,224/18903,0.0005654081566057,0.005228183417935,0.0036868185310317,572/8626/26051/2254/3299/80004/2138/3249/657/595/4192/653/7422/57142/6869/8828/2693/5335/6431/2752/2252/405/6934/8324/1499/3516/6774/367/5314/5293/9420/6664/3725/1960/9241/6331/6667/8660/4763/441478/406991/3479/2896/2260/7494/5155/6422/10765/383/3164/6662/650/3791/3142/5607/5170/2064/49860/130120/1956/4851/5578/89780/3481/7857/80139/5798/2263/998/3912/23411/8829/3091/1749/6387/2246/7474/79031/3397/6608/3357/79805/185/654/7476/120425/5587/3146/283,89
GO:0071241,cellular response to inorganic substance,89/5559,229/18903,0.0012732720890855,0.0095606577119926,0.0067419995060824,572/9066/999/2983/6857/4205/5743/1785/55512/2931/8437/79085/2354/468/3727/1742/7020/7226/351/6622/817/1740/288/140609/3745/653361/25932/2353/10156/100271927/3726/9451/664/3725/6331/5071/6261/131034/8912/84301/1050/10235/1906/8895/80271/118/5594/84557/2742/51760/7036/4548/1385/1017/6861/254428/144402/3756/151835/1956/4314/2308/114/1536/125981/22871/3777/1728/6263/3309/5601/6558/546/4318/3736/8914/7474/7186/79800/8826/654/673/2039/84059/23514/1398/143425/27347/84258,89
GO:0000819,sister chromatid segregation,89/5559,239/18903,0.0053064447582218,0.0286831732687973,0.0202268448297794,996/9031/8193/10460/10734/60/10464/23047/51510/51433/990/84861/10664/8766/5518/6603/25906/51652/148479/6421/8289/1063/10274/55719/1843/23244/11130/9587/55795/6597/324/84101/55755/83540/472/3192/1499/157570/10524/348654/387893/196528/100131816/6605/51412/6604/10735/10270/9275/605/11044/10459/7153/10592/4926/10300/11004/23126/27436/1060/286053/29117/23137/64940/29781/7175/55743/546/81929/55294/26271/9928/54617/55274/27183/84722/3832/6601/5925/114799/84072/79998/9184/25836/8313/6599/150280/8110/57132,89
GO:0001764,neuron migration,89/5559,177/18903,3.88214854228808e-09,4.10489477012428e-07,2.89469609166985e-07,170302/5048/6792/1496/2011/10371/284403/3320/57556/79791/26468/57178/9693/4192/266727/7422/8828/23314/7852/2258/10844/85451/5879/7080/7280/347733/4916/5457/3084/26053/4825/120114/1499/54986/54541/6774/474/8633/10718/5649/84628/3675/6376/2260/5108/1399/221692/6722/8239/89796/9856/23245/23284/2823/460/57630/137970/22854/27185/8320/1020/558/653464/1600/2290/23768/57698/1630/9289/387/815/9620/4897/7301/8829/6387/9585/84892/1813/84623/4929/57465/25836/26012/1398/8403/8941/5592/9860,89
GO:0002790,peptide secretion,89/5559,230/18903,0.001485577198427,0.0106117452872495,0.007483207080572,1080/572/2696/9066/7260/2182/6720/5991/65985/5019/5978/5127/55512/117247/1268/27230/2693/1908/6659/9572/7425/54795/55107/6616/26056/2752/56262/7226/25874/2029/6934/3745/4760/4825/133308/90007/3814/55636/9024/4087/5781/1946/8398/222546/9230/5071/8660/27445/415116/51768/51083/1906/11069/6422/7036/2645/5007/5467/8609/7849/2922/301/5861/5211/26154/818/2308/114/55585/111/9699/389692/3123/3382/5798/3091/5532/5715/130399/5894/9575/5530/1392/1813/134/55088/143425/5581/5936,89
GO:0018394,peptidyl-lysine acetylation,89/5559,197/18903,1.81238518426737e-06,5.33784677558197e-05,3.76415110849281e-05,55904/9031/672/26009/23338/4802/60/10847/55257/10664/1386/4297/6418/8202/23326/6659/5447/51200/4654/6874/23558/26122/51176/4089/6622/22976/26053/1487/55689/55209/84289/4204/3054/10524/57673/6879/5187/4582/23450/8464/10865/8861/4800/54799/9474/56848/51412/7994/8648/56970/27154/84148/55011/10891/80314/138474/9329/4298/408/57325/7862/8320/29117/25942/93624/55167/57634/10933/4674/23137/151507/57609/54556/79960/23411/6878/6883/9575/6885/3662/93649/114799/6872/201163/23181/6314/114825/4300/26155,89
GO:0010001,glial cell differentiation,88/5559,227/18903,0.001475890287167,0.0105772137246973,0.0074588560594723,2817/9948/6547/57716/1021/6009/20/4192/55553/57211/3280/2043/9331/1191/7852/4035/6659/9572/3949/55107/79727/7080/90865/51176/4916/351/11221/9580/27242/84630/56288/26011/3084/6497/9334/4825/6692/1499/6774/664/6664/5339/23512/5781/80045/9241/5453/5649/4763/10215/1272/7431/2896/5594/23405/10397/208/2737/3398/6662/650/10810/7223/2064/4851/8320/79885/1020/1605/1600/5454/5534/118738/30812/9682/387/2068/5803/1959/4821/6608/7099/8893/57721/8450/983/1000/4067,88
GO:0019318,hexose metabolic process,88/5559,229/18903,0.0019979267430506,0.0133680199894336,0.0094268811708433,572/10165/1407/2530/9563/5214/5315/6095/2023/6576/5372/5230/23417/23516/2931/2027/2597/7167/1432/5210/3953/27230/468/10499/92579/3487/4191/226/2585/467/5224/283209/3636/90007/51181/3175/5209/3643/5091/5771/51363/283871/5071/8660/7874/406895/3479/32/208/2645/230/10891/5467/4124/2908/3607/5211/23038/2308/5163/5207/83440/115209/3481/2548/84750/1468/89/57223/3784/60343/10580/23411/6794/5105/5366/3486/282969/140710/3098/3099/2539/2171/25948/2523/8534/5465/4122,88
GO:0030010,establishment of cell polarity,88/5559,150/18903,7.56289009889601e-14,2.8694494786987796e-11,2.02348285556221e-11,56603/5048/9265/5310/4134/5590/2011/3993/23332/6624/3320/2195/10890/55968/3326/4627/55612/284217/23094/81704/9750/3280/23150/117583/154796/26030/2258/10207/1794/55755/3480/81609/51057/2934/56288/55691/2047/253260/7465/5314/10524/9024/23625/1003/89958/399687/3064/10399/6093/23291/4983/2932/1399/23189/9267/9368/6939/4752/10253/4926/54828/27/6993/3688/2697/51571/26086/5584/10252/57698/387755/10758/4649/387/998/7474/6794/2185/29899/9585/4478/79648/286204/9638/162282/7476/123016/1398,88
GO:0030072,peptide hormone secretion,88/5559,225/18903,0.001078633772145,0.0084637321536928,0.0059684678312699,1080/572/2696/9066/7260/2182/6720/5991/65985/5019/5978/5127/55512/117247/1268/27230/2693/1908/6659/9572/7425/54795/55107/6616/26056/2752/56262/7226/25874/2029/6934/3745/4760/4825/133308/90007/3814/55636/9024/4087/5781/1946/8398/222546/9230/5071/8660/27445/415116/51768/51083/1906/11069/6422/7036/2645/5007/5467/8609/7849/2922/301/5861/5211/26154/818/2308/114/55585/111/9699/389692/3123/3382/5798/3091/5532/5715/130399/5894/9575/5530/1392/1813/55088/143425/5581/5936,88
GO:0048839,inner ear development,88/5559,193/18903,1.28530521077557e-06,4.07978040064313e-05,2.8769859014572e-05,5048/7399/50508/51168/11020/2254/2138/54845/3249/1687/8022/3280/2043/5396/4610/2103/51141/83605/7020/121227/4916/51057/2561/4760/3516/55636/474/4094/5781/2535/613/26020/5154/9935/1050/10083/9497/9474/27443/11078/2737/1855/2253/9368/2070/5357/6385/6662/7849/650/6495/54806/10253/10541/102/26018/4851/6935/65217/89780/7401/8642/2637/3777/2290/4762/3638/5456/161497/8100/3784/2263/3776/182/1749/8825/7474/7471/6926/4647/7545/133060/84059/123016/23192/54360/286262/25987,88
GO:0051216,cartilage development,88/5559,201/18903,9.71844827414767e-06,0.0002296116899935,0.0001619179294104,5310/960/8538/2261/5915/7481/2254/55512/23516/3200/657/7704/4192/55553/2251/1432/653/2690/9421/1386/5396/4209/23314/6615/8195/5447/3491/7483/80856/8817/861/4146/1499/10736/9451/2101/4094/5781/2131/9241/55959/10865/406991/8692/57560/1906/2734/7227/2737/4969/1277/6722/4488/265/6662/650/5914/6660/23213/5593/658/6935/2132/81792/51222/5916/51320/65992/864/5307/5744/3091/4092/1311/3696/4090/7474/57045/5925/129642/654/7476/4054/8313/7059/54360/50515/25987,88
GO:0043523,regulation of neuron apoptotic process,87/5559,218/18903,0.0005488497167456,0.0051166446944059,0.0036081634801351,84678/3326/997/80331/2931/219699/595/4192/80315/2632/1386/2309/6418/2914/5582/468/112399/9040/10763/842/2045/6812/7020/4170/6622/2561/472/5457/10018/3745/65018/7832/2019/2898/55074/1499/4204/3684/598/1051/4296/627/3725/5071/4763/112398/2729/6376/2896/6093/2253/10891/2908/6495/3791/116986/51542/2895/5584/836/1020/558/1728/5098/23098/6416/387/5609/7301/8829/3091/23394/27324/5803/55294/9928/2185/409/4929/284/673/2539/7015/94234/26012/255738/4914,87
GO:0046883,regulation of hormone secretion,87/5559,234/18903,0.0060782490544112,0.0314453336241803,0.0221746693741465,1080/572/1407/2696/9066/7260/2182/6720/5991/65985/5019/5978/5127/6869/1268/27230/2693/3624/1908/6659/9572/54795/55107/6616/26056/2752/56262/4089/7226/25874/2029/6934/80223/3745/4760/4825/133308/90007/3814/55636/9024/6664/5781/1946/8398/222546/5071/8660/415116/51768/51083/1906/6422/7036/2645/5007/5467/10765/1385/8609/1408/3623/7849/2922/301/5211/26154/2308/2697/114/5028/111/3123/3382/3091/5532/5715/130399/9575/5530/185/1392/1813/654/134/143425/5581,87
GO:0048736,appendage development,87/5559,178/18903,3.20475590934169e-08,2.15319537658895e-06,1.51839367152033e-06,56603/54542/8626/10512/5915/79977/2254/1954/64327/657/6468/27077/7704/5396/3229/6659/30062/7020/55212/51176/2201/4089/1382/27173/51057/3899/80856/221322/2768/2719/10018/7547/6497/2019/26005/1499/55636/6664/2131/84133/9241/83999/5087/5727/57560/5362/5125/51588/2737/2253/3664/4488/6662/8854/5914/4038/80144/4851/4154/55764/27152/51222/5916/344191/126695/79659/342184/578/2263/5307/546/6910/3655/57167/6299/1311/1749/7474/1889/6926/5066/7476/57728/28982/25836/50515/137392,87
GO:0051648,vesicle localization,87/5559,213/18903,0.0002233443761248,0.0026144668348552,0.001843673797374,5048/79090/84062/8943/9892/5590/55062/23332/4133/1785/51168/9342/55512/8766/5864/1759/7016/59349/27253/55717/8195/10749/547/60412/92558/54874/55212/65082/91978/4542/6622/9919/65018/83696/1499/10015/9024/4642/5413/9230/5071/27445/3064/26286/27095/10947/23291/8120/8976/6385/4430/8546/63971/5861/8499/1453/23233/22878/6854/1780/23122/1020/22871/126003/22906/1778/55773/7251/55763/8773/4935/80208/64149/8825/6794/55686/27183/64005/8027/4647/54536/51128/7109/55088/1000/23265/3985,87
GO:0003205,cardiac chamber development,87/5559,167/18903,6.00777791538031e-10,8.42394946830499e-08,5.94041381518497e-08,9782/5318/7049/3340/10512/79977/7481/10848/2931/657/7468/653/57211/9421/27031/3280/90/8828/6659/54567/7137/4091/7168/3480/4089/3491/5457/3084/8928/9249/64783/10370/4846/157378/3516/55636/6664/161882/2535/9241/6331/6092/7541/4194/6262/2296/6604/8701/2253/51684/6722/4488/7849/650/9353/4851/60485/9510/8321/4889/7798/6091/23414/2303/6586/407975/2263/3776/6910/1832/8829/3091/57167/182/4092/8131/6299/7474/7139/53834/6608/6926/54583/93649/6911/129446/5138,87
GO:0006282,regulation of DNA repair,87/5559,212/18903,0.0001848639086648,0.002284237951893,0.0016108024790093,8193/672/11284/54929/60/55063/2521/7528/55257/2138/51366/6603/7468/51111/8289/55719/23326/5582/6597/6874/5111/84787/26122/1025/580/55135/64210/9577/10524/64110/6879/3014/196528/23450/8464/54799/23201/6605/51412/6604/56970/51720/51588/9275/605/2070/10459/80314/10155/23126/1956/56776/7398/29117/6419/149840/93624/545/29072/57634/10933/5591/57223/5893/10039/54556/7515/23411/29086/6878/8914/6883/54617/55274/56907/84893/10097/6601/150275/6314/23514/8313/4255/6599/3146/8110/158880,87
