peak_id,chr,start,end,width,conc,conc_ctrl,conc_treat,fold,p_value,FDR,annotation,gene_chr,gene_start,gene_end,gene_len,gene_strand,gene_id,transcript_id,distance_to_tss
6637,chr7,148092769,148092879,111,7.709097,8.033574,7.289801,0.659137,0.0013843155470738,0.0098964899920987,"Intron (ENST00000361727.8/ENSG00000174469.23, intron 15 of 23)",7,148056473,148416675,360203,1,ENSG00000174469.23,ENST00000637020.1,36296
6638,chrX,49200009,49200439,431,4.581632,3.907585,5.039231,-0.830587,0.001385744778592,0.0099052151633976,Promoter (<=1kb),23,49187815,49200193,12379,2,ENSG00000102003.12,ENST00000263233.9,0
6639,chr14,91059755,91061399,1645,8.103296,7.775056,8.370523,-0.535876,0.0013864734440115,0.009908930858783,Promoter (<=1kb),14,90847861,91060641,212781,2,ENSG00000100784.12,ENST00000614987.5,0
6640,chr10,14471182,14471295,114,6.153931,6.476174,5.738369,0.680031,0.0013868570643517,0.0099091850836512,Distal Intergenic,10,14326175,14462142,135968,2,ENSG00000151474.23,ENST00000475141.2,-9040
6641,chr11,103609271,103609776,506,3.910842,4.476922,2.96605,0.922234,0.0013869267016634,0.0099091850836512,Distal Intergenic,11,103468389,103479733,11345,1,ENSG00000187240.17,ENST00000527252.1,140882
6642,chr2,101734674,101734784,111,5.193393,5.573581,4.675703,0.740448,0.0013876718964184,0.0099130165825448,"Intron (ENST00000427603.5/ENSG00000071054.17, intron 3 of 4)",2,101698530,101891987,193458,1,ENSG00000071054.17,ENST00000417294.5,36144
6643,chrX,107450987,107451574,588,4.214914,3.400498,4.732302,-0.884544,0.0013882202875361,0.0099154412468783,Promoter (1-2kb),23,107449652,107605255,155604,1,ENSG00000147234.11,ENST00000683424.1,1335
6644,chr11,73306990,73309772,2783,7.111902,6.789747,7.375087,-0.535326,0.0013886053055251,0.009916698455231,Promoter (<=1kb),11,73308276,73369388,61113,1,ENSG00000110237.5,ENST00000263674.4,0
6645,chr15,52018987,52020036,1050,5.462292,4.942629,5.843538,-0.710934,0.0013894042136512,0.0099204875859179,Promoter (<=1kb),15,52019209,52067359,48151,1,ENSG00000069956.14,ENST00000681888.1,0
6646,chr19,33905948,33907275,1328,5.565433,5.014385,5.963209,-0.736389,0.0013896698618527,0.0099204875859179,Promoter (<=1kb),19,33906352,33908393,2042,1,ENSG00000277013.2,ENST00000610908.2,0
6647,chr15,72196761,72200138,3378,7.050832,6.672179,7.350481,-0.593199,0.001389970867237,0.0099204875859179,Promoter (<=1kb),15,72159806,72197787,37982,2,ENSG00000175318.12,ENST00000309731.12,0
6648,chr3,107901741,107901853,113,6.463907,6.76882,6.076789,0.650268,0.001389972211077,0.0099204875859179,"Intron (ENST00000649048.1/ENSG00000240423.3, intron 2 of 3)",3,107883248,107928907,45660,1,ENSG00000240423.3,ENST00000494231.1,18493
6649,chr11,26873613,26873726,114,6.96566,7.266784,6.584643,0.634462,0.0013909563315138,0.0099240954235113,Distal Intergenic,11,26994112,26997087,2976,1,ENSG00000176971.4,ENST00000318627.4,-120386
6650,chr15,77210895,77211005,111,8.324425,8.649816,7.903596,0.65188,0.0013910060827365,0.0099240954235113,"Intron (ENST00000560626.6/ENSG00000173517.11, intron 3 of 6)",15,77204578,77205100,523,1,ENSG00000259722.2,ENST00000560574.2,6317
6651,chr13,77478194,77478672,479,3.797407,2.853509,4.363173,-0.939405,0.0013912631323854,0.0099240954235113,Distal Intergenic,13,77535674,77645259,109586,1,ENSG00000136155.17,ENST00000535157.5,-57002
6652,chr16,2751685,2753324,1640,6.334126,5.959253,6.631408,-0.588277,0.0013913143390068,0.0099240954235113,Promoter (<=1kb),16,2752626,2771393,18768,1,ENSG00000167978.18,ENST00000576924.6,0
6653,chr15,83560758,83560877,120,5.846074,6.166032,5.434312,0.670248,0.0013915313919915,0.0099241517341371,"Intron (ENST00000492099.1/ENSG00000140600.17, intron 2 of 2)",15,83609270,83618642,9373,1,ENSG00000140600.17,ENST00000564054.1,-48393
6654,chrX,80668404,80668513,110,4.39996,4.871737,3.694351,0.846802,0.001393821494564,0.0099389904229149,Distal Intergenic,23,80709928,80710705,778,1,ENSG00000225715.1,ENST00000415494.1,-41415
6655,chr11,38783809,38783920,112,3.825538,4.387261,2.89309,0.95437,0.0013955890828622,0.009950099294312,Distal Intergenic,11,38648858,38655252,6395,1,ENSG00000254562.7,ENST00000534756.1,134951
6656,chr3,147852566,147852677,112,5.119581,5.49867,4.603936,0.74961,0.0013960569148342,0.0099519393772618,Distal Intergenic,3,147844123,147846657,2535,2,ENSG00000239661.1,ENST00000470739.1,-5909
6657,chr6,90068271,90068831,561,4.161132,3.32524,4.686964,-0.889167,0.0013967044641675,0.0099539441713983,"Intron (ENST00000257749.9/ENSG00000112182.16, intron 5 of 8)",6,90073051,90079734,6684,1,ENSG00000287789.1,ENST00000662649.1,-4220
6658,chr10,19324949,19325059,111,5.045691,5.442094,4.497289,0.75388,0.0013967577198864,0.0099539441713983,"Intron (ENST00000454679.7/ENSG00000204740.11, intron 22 of 39)",10,19290223,19291480,1258,2,ENSG00000227734.1,ENST00000426818.1,-33469
6659,chrX,92404564,92404676,113,5.902026,6.215118,5.501596,0.662685,0.0013974367297612,0.0099572875737664,"Intron (ENST00000682573.1/ENSG00000102290.23, intron 9 of 10)",23,92459670,92460952,1283,1,ENSG00000215089.3,ENST00000435214.1,-54994
6660,chr2,64653222,64654776,1555,6.533621,6.173706,6.821435,-0.581976,0.0013979575272258,0.0099595028155875,Promoter (<=1kb),2,64631621,64653913,22293,2,ENSG00000179833.4,ENST00000313349.3,0
6661,chr3,187738283,187741494,3212,6.866111,6.525141,7.141702,-0.553468,0.0013989437700447,0.0099643665981481,Promoter (<=1kb),3,187731780,187737944,6165,2,ENSG00000113916.18,ENST00000438077.1,-339
6662,chr5,163811863,163811972,110,3.677221,4.238487,2.746062,0.940945,0.0013990602401969,0.0099643665981481,Distal Intergenic,5,163796065,163796165,101,2,ENSG00000251998.1,ENST00000516189.1,-15698
6663,chr7,122679045,122679866,822,5.874058,5.456585,6.197445,-0.642988,0.0013994903827144,0.0099645360298357,Promoter (1-2kb),7,122681315,122681662,348,1,ENSG00000235459.5,ENST00000473326.1,-1449
6664,chr6,63371418,63371535,118,2.905224,3.662258,1.215505,0.940284,0.0013995040487022,0.0099645360298357,Distal Intergenic,6,63392222,63392606,385,1,ENSG00000218617.1,ENST00000406684.1,-20687
6665,chr5,88103492,88103602,111,5.244593,5.618026,4.739406,0.768857,0.0014003785878374,0.0099679450982433,"Intron (ENST00000668454.1/ENSG00000287862.1, intron 1 of 3)",5,88140403,88141322,920,2,ENSG00000289462.1,ENST00000689020.1,37720
6666,chr7,86914839,86914950,112,3.346588,4.006754,2.094144,0.961542,0.0014004030101351,0.0099679450982433,Promoter (1-2kb),7,86911825,86913160,1336,2,ENSG00000164659.15,ENST00000470853.1,-1679
6667,chrX,24626151,24626265,115,5.340109,5.700297,4.858961,0.725693,0.001400828878548,0.009969480820361,"Intron (ENST00000379144.7/ENSG00000102230.14, intron 1 of 7)",23,24632257,24632601,345,1,ENSG00000226222.3,ENST00000458741.2,-5992
6668,chr2,103293856,103293967,112,6.849669,7.130179,6.501123,0.595524,0.0014012855211755,0.0099706348513655,Distal Intergenic,2,103275904,103276138,235,1,ENSG00000227623.1,ENST00000433830.1,17952
6669,chr2,150160899,150161011,113,6.050479,6.372466,5.635344,0.684441,0.0014015660251346,0.0099706348513655,"Intron (ENST00000652679.2/ENSG00000286081.2, intron 1 of 1)",2,150150633,150166369,15737,2,ENSG00000286081.2,ENST00000652679.2,5358
6670,chr3,109187376,109187821,446,4.175373,4.687676,3.373677,0.880296,0.0014017261519367,0.0099706348513655,"Intron (ENST00000648541.1/ENSG00000214381.6, intron 3 of 3)",3,109178151,109185257,7107,1,ENSG00000214381.6,ENST00000494582.2,9225
6671,chr4,152242062,152242174,113,8.071157,8.385983,7.667878,0.637027,0.0014020618515206,0.0099706348513655,Distal Intergenic,4,152207421,152225870,18450,2,ENSG00000251377.2,ENST00000504957.1,-16192
6672,chrX,49155046,49156573,1528,6.176419,5.751874,6.504021,-0.627051,0.0014021169082889,0.0099706348513655,Promoter (<=1kb),23,49155862,49156285,424,2,ENSG00000289245.2,ENST00000693153.2,0
6673,chr6,95643437,95643551,115,7.625239,7.911384,7.267935,0.591456,0.0014022518623158,0.0099706348513655,Distal Intergenic,6,95630115,95632929,2815,2,ENSG00000219549.1,ENST00000401718.1,-10508
6674,chrX,101051522,101052415,894,4.977398,5.408021,4.36075,0.770649,0.0014036957359752,0.0099794059455427,Promoter (<=1kb),23,101009346,101052116,42771,2,ENSG00000188917.15,ENST00000545398.5,0
6675,chr9,100804437,100804547,111,7.017658,7.322711,6.630314,0.639204,0.0014060508224605,0.0099939175435651,Distal Intergenic,9,100731240,100732355,1116,1,ENSG00000237999.2,ENST00000418987.2,73197
6676,chr21,24293960,24294069,110,3.773133,4.320706,2.879816,0.943346,0.001406158184135,0.0099939175435651,Distal Intergenic,21,24306939,24530766,223828,1,ENSG00000237484.7,ENST00000656088.1,-12870
6677,chr3,13218102,13218571,470,4.341826,3.540689,4.853905,-0.876486,0.0014070896242469,0.009999039762059,"Intron (ENST00000648114.1/ENSG00000144711.17, intron 1 of 15)",3,12900753,13283281,382529,2,ENSG00000144711.17,ENST00000648114.1,64710
6678,chr13,36946999,36947108,110,5.488412,5.831369,5.037631,0.716511,0.0014077513371769,0.010002244002152,Distal Intergenic,13,36949849,36953026,3178,2,ENSG00000120697.10,ENST00000486410.2,5918
6679,chr3,194768727,194769679,953,5.92098,5.505656,6.243081,-0.642077,0.0014085860026504,0.0100066759475604,Promoter (<=1kb),3,194768792,194802722,33931,1,ENSG00000237222.4,ENST00000662904.1,0
6680,chr14,79757194,79757308,115,4.96814,5.359828,4.428772,0.767949,0.0014097885004825,0.0100137192770799,"Intron (ENST00000634499.2/ENSG00000021645.20, intron 20 of 21)",14,79661666,79791263,129598,2,ENSG00000258637.1,ENST00000553322.1,33955
6681,chr5,93333996,93334107,112,3.885794,4.424172,3.017151,0.932642,0.0014115768866394,0.0100249214365018,Distal Intergenic,5,93267429,93268425,997,1,ENSG00000213730.3,ENST00000511220.1,66567
6682,chr2,9769011,9769967,957,4.830596,4.122993,5.303254,-0.821253,0.0014118394909818,0.0100252858677201,Promoter (<=1kb),2,9757496,9770341,12846,2,ENSG00000243491.1,ENST00000474667.1,374
6683,chr2,206550520,206550630,111,6.044135,6.368006,5.625854,0.686413,0.0014124334014347,0.0100280023988143,"Intron (ENST00000264377.8/ENSG00000114948.13, intron 9 of 25)",2,206594835,206617855,23021,1,ENSG00000114948.13,ENST00000444281.1,-44205
6684,chr12,123991549,123991747,199,7.223975,7.515233,6.858649,0.610731,0.0014131644093877,0.0100316913370184,"Intron (ENST00000537532.5/ENSG00000179195.16, intron 3 of 4)",12,123997706,124011824,14119,1,ENSG00000179195.16,ENST00000539501.1,-5959
6685,chr17,60886672,60887472,801,4.877686,4.257695,5.309924,-0.790438,0.0014155818844529,0.0100468238669602,Promoter (<=1kb),17,60887050,61392125,505076,1,ENSG00000141376.23,ENST00000585744.5,0
6686,chrX,54988778,54988889,112,5.550394,5.899467,5.088948,0.707495,0.0014157196167277,0.0100468238669602,"Intron (ENST00000375006.8/ENSG00000158571.11, intron 1 of 13)",23,54933387,54994022,60636,2,ENSG00000158571.11,ENST00000614686.1,5133
6687,chr12,2812399,2813354,956,6.89666,6.563297,7.167268,-0.554747,0.0014161038377925,0.0100480476888863,Promoter (<=1kb),12,2812622,2859791,47170,1,ENSG00000111203.13,ENST00000644123.1,0
6688,chr4,124380771,124380881,111,7.465364,7.76159,7.092173,0.61397,0.0014176515822008,0.0100575257584128,Distal Intergenic,4,124324973,124339047,14075,2,ENSG00000286734.1,ENST00000669259.1,-41724
6689,chrX,63620291,63620402,112,3.067507,3.743392,1.75429,0.962562,0.001419115566951,0.0100664068501557,Distal Intergenic,23,63639556,63644048,4493,2,ENSG00000131089.17,ENST00000636145.1,23646
6690,chr1,151008147,151008883,737,5.111926,4.553197,5.513666,-0.751661,0.0014200554542616,0.0100715681904045,Promoter (<=1kb),1,151008420,151028953,20534,1,ENSG00000143363.17,ENST00000467771.5,0
6691,chrX,75939205,75939317,113,5.685706,6.013917,5.260135,0.699145,0.0014217085901287,0.01008071558323,Distal Intergenic,23,75903105,75904858,1754,1,ENSG00000226854.1,ENST00000413763.1,36100
6692,chr10,71028497,71028606,110,6.013952,6.323101,5.619965,0.664029,0.0014217731082092,0.01008071558323,"Intron (ENST00000646051.1/ENSG00000285300.1, intron 3 of 4)",10,70939133,70944144,5012,1,ENSG00000259267.4,ENST00000558852.2,89364
6693,chr2,12488141,12488250,110,3.725531,4.283914,2.802453,0.937238,0.0014219825787927,0.01008071558323,"Intron (ENST00000412294.5/ENSG00000224184.7, intron 4 of 5)",2,12411398,12411501,104,2,ENSG00000207183.1,ENST00000384454.1,-76640
6694,chr8,35574638,35574750,113,7.280642,7.564043,6.927614,0.595012,0.0014224186714661,0.0100817487975174,"Intron (ENST00000404895.7/ENSG00000156687.11, intron 3 of 16)",8,35544392,35794662,250271,1,ENSG00000156687.11,ENST00000453357.6,30246
6695,chr10,75111119,75112350,1232,6.141769,5.749103,6.450105,-0.609229,0.001422594513341,0.0100817487975174,Promoter (<=1kb),10,75111511,75182123,70613,1,ENSG00000156671.15,ENST00000671730.1,0
6696,chr1,221666815,221666928,114,4.94565,5.348391,4.384972,0.813608,0.0014227657635343,0.0100817487975174,Distal Intergenic,1,221702427,221711816,9390,2,ENSG00000143507.18,ENST00000494642.1,44888
6697,chr5,123398602,123398714,113,5.927289,6.237526,5.53153,0.638596,0.001423095697389,0.0100825809541158,Promoter (<=1kb),5,123344895,123399582,54688,2,ENSG00000168944.17,ENST00000675283.1,868
6698,chr6,37917599,37917713,115,8.130546,8.440365,7.735467,0.625896,0.001423811059474,0.0100831539447721,Promoter (2-3kb),6,37915573,37915742,170,1,ENSG00000200597.1,ENST00000363727.1,2026
6699,chr5,4854681,4854790,110,4.136715,4.616136,3.413666,0.890255,0.001423898288049,0.0100831539447721,"Exon (ENST00000653036.1/ENSG00000248973.3, exon 2 of 2)",5,4831699,4849800,18102,2,ENSG00000248973.3,ENST00000515656.1,-4881
6700,chr5,93088622,93088733,112,5.784391,6.123253,5.340682,0.71574,0.0014240236896502,0.0100831539447721,Promoter (<=1kb),5,93088856,93091768,2913,1,ENSG00000286509.1,ENST00000663805.1,-123
6701,chr4,87055324,87055434,111,6.85479,7.12211,6.526409,0.569306,0.0014240266098448,0.0100831539447721,"Intron (ENST00000507468.5/ENSG00000172493.23, intron 4 of 6)",4,87049652,87108312,58661,1,ENSG00000172493.23,ENST00000514970.2,5672
6702,chr2,129249308,129249422,115,6.550704,6.852044,6.16934,0.637874,0.0014243351794685,0.0100838340190128,"Intron (ENST00000375987.3/ENSG00000204460.3, intron 2 of 4)",2,129242173,129273848,31676,2,ENSG00000204460.3,ENST00000375987.3,24426
6703,chr9,13775472,13775584,113,4.521963,4.967462,3.874077,0.864934,0.0014245533296415,0.0100838738452677,"Intron (ENST00000664438.1/ENSG00000226197.4, intron 2 of 2)",9,13738570,13744191,5622,2,ENSG00000288556.1,ENST00000673752.1,-31281
6704,chr18,72818486,72818602,117,7.79412,8.062962,7.463436,0.554414,0.0014247672486613,0.0100838837133775,"Intron (ENST00000583169.5/ENSG00000166342.19, intron 4 of 10)",18,72853321,72853382,62,2,ENSG00000263750.1,ENST00000583040.1,34780
6705,chr2,48004086,48004197,112,7.179142,7.458444,6.832464,0.589351,0.0014252778857081,0.0100846448715539,"Intron (ENST00000651429.1/ENSG00000230773.9, intron 3 of 8)",2,47989625,47990526,902,1,ENSG00000275423.1,ENST00000619984.1,14461
6706,chr1,177467293,177467404,112,5.101857,5.484418,4.579734,0.787318,0.0014252998758354,0.0100846448715539,"Intron (ENST00000663166.1/ENSG00000227579.6, intron 4 of 4)",1,177392744,177568439,175696,2,ENSG00000227579.6,ENST00000660865.1,101035
6707,chr4,41256594,41258240,1647,6.598479,6.24677,6.881032,-0.576308,0.0014259095406007,0.0100874542839456,Promoter (<=1kb),4,41256769,41268256,11488,1,ENSG00000154277.13,ENST00000503431.5,0
6708,chr5,33438019,33438129,111,3.758157,4.315045,2.839245,0.926057,0.0014270967848302,0.0100939511118187,Promoter (2-3kb),5,33439321,33440606,1286,2,ENSG00000249572.3,ENST00000691449.1,2477
6709,chr1,36187694,36188469,776,6.102426,6.41508,5.702715,0.606006,0.0014272533723063,0.0100939511118187,Distal Intergenic,1,36191915,36192170,256,1,ENSG00000264592.2,ENST00000579043.2,-3446
6710,chr4,161039189,161039299,111,6.370536,6.663731,6.002151,0.631918,0.0014291995973505,0.0101050613841665,Distal Intergenic,4,160818422,160818869,448,1,ENSG00000242635.2,ENST00000473701.2,220767
6711,chr6,118831339,118831453,115,6.203138,6.495679,5.835786,0.620254,0.0014294306568479,0.0101050613841665,Promoter (2-3kb),6,118816181,118829253,13073,2,ENSG00000111877.18,ENST00000458674.2,-2086
6712,chr15,75624804,75626385,1582,6.437955,6.0839,6.722016,-0.569009,0.0014294632441941,0.0101050613841665,Promoter (<=1kb),15,75598083,75625794,27712,2,ENSG00000169371.14,ENST00000567134.5,0
6713,chr6,95758372,95759025,654,4.384246,3.665758,4.861681,-0.862279,0.0014300088634641,0.010107412565715,Distal Intergenic,6,95630115,95632929,2815,2,ENSG00000219549.1,ENST00000401718.1,-125443
6714,chr19,31348982,31350874,1893,5.69581,5.158599,6.086366,-0.719226,0.0014319319756699,0.0101180729917744,Promoter (<=1kb),19,31149979,31349242,199264,2,ENSG00000121297.8,ENST00000651361.1,0
6715,chr19,58543534,58544996,1463,6.953162,6.609997,7.230183,-0.562774,0.0014319436043619,0.0101180729917744,Promoter (<=1kb),19,58544064,58550715,6652,1,ENSG00000130726.12,ENST00000253024.10,0
6716,chr5,104859028,104859208,181,5.136116,5.510707,4.628797,0.757019,0.001432615917502,0.0101211184768391,"Intron (ENST00000524336.5/ENSG00000251574.8, intron 2 of 2)",5,104383298,104910733,527436,2,ENSG00000251574.8,ENST00000524336.5,51525
6717,chr7,1176184,1176652,469,3.993406,3.126691,4.531056,-0.90634,0.0014328012310092,0.0101211184768391,Distal Intergenic,7,1160026,1160759,734,2,ENSG00000178381.12,ENST00000478137.1,-15425
6718,chr15,89115347,89116028,682,5.321194,4.802756,5.701783,-0.720074,0.0014340622638138,0.0101285183527003,Promoter (<=1kb),15,89116504,89183373,66870,1,ENSG00000140526.18,ENST00000562073.1,-476
6719,chr7,151085457,151086765,1309,6.778391,6.432811,7.056981,-0.549296,0.0014343617130715,0.0101291255487157,Promoter (<=1kb),7,151085831,151117776,31946,1,ENSG00000133612.19,ENST00000490097.5,0
6720,chr5,66143887,66145125,1239,6.347584,5.977641,6.641763,-0.58343,0.0014349663139305,0.0101318871522884,Promoter (<=1kb),5,66144218,66157738,13521,1,ENSG00000153914.16,ENST00000612404.4,0
6721,chr19,49422386,49422730,345,3.934657,3.01887,4.490419,-0.917221,0.0014356615446835,0.0101352877506539,Promoter (<=1kb),19,49422419,49423441,1023,2,ENSG00000142538.2,ENST00000270631.2,711
6722,chr2,44790079,44790917,839,4.577448,5.067367,3.829947,0.830262,0.0014364750531433,0.010139522213857,Distal Intergenic,2,44704285,44772113,67829,1,ENSG00000143919.15,ENST00000613618.1,85794
6723,chr7,23035736,23036536,801,4.249671,3.49867,4.741071,-0.880239,0.0014376234841552,0.0101461191545736,Distal Intergenic,7,22941824,23014130,72307,2,ENSG00000122591.13,ENST00000681237.1,-21606
6724,chr12,8139321,8139430,110,5.63979,5.976425,5.199903,0.712566,0.0014379371011818,0.0101468232565251,Promoter (1-2kb),12,8138140,8175320,37181,1,ENSG00000284393.1,ENST00000402465.8,1181
6725,chr6,2734758,2735263,506,5.204802,4.641403,5.608935,-0.745919,0.0014382593758055,0.0101475882324494,"Intron (ENST00000647417.1/ENSG00000145949.12, intron 1 of 11)",6,2663629,2744148,80520,2,ENSG00000145949.12,ENST00000647417.1,8885
6726,chr6,54756329,54756449,121,7.695135,8.006204,7.298015,0.635649,0.0014390723042236,0.0101518142567358,Distal Intergenic,6,54770583,54771134,552,1,ENSG00000220635.2,ENST00000407852.2,-14134
6727,chr15,62707063,62707174,112,7.472946,7.762788,7.10985,0.603374,0.0014401140136748,0.0101576527011806,"Exon (ENST00000636159.2/ENSG00000171914.17, exon 20 of 59)",15,62682916,62690448,7533,2,ENSG00000259756.1,ENST00000559589.1,-16615
6728,chr15,75639535,75641091,1557,6.630906,6.292866,6.904582,-0.554047,0.0014410335459117,0.010162627777411,Promoter (<=1kb),15,75639093,75640224,1132,2,ENSG00000177971.9,ENST00000403490.3,0
6729,chr1,157657205,157657320,116,5.991133,6.293612,5.60794,0.63332,0.0014420082609769,0.0101671281524844,Distal Intergenic,1,157636300,157642751,6452,2,ENSG00000233712.2,ENST00000449287.2,-14454
6730,chr10,55104578,55104688,111,3.753743,4.308343,2.841178,0.924648,0.0014421002458738,0.0101671281524844,"Intron (ENST00000613346.4/ENSG00000150275.20, intron 3 of 5)",10,54378823,55319614,940792,2,ENSG00000150275.20,ENST00000458638.1,214926
6731,chr14,95156982,95158103,1122,6.052844,5.647651,6.368834,-0.630795,0.0014429118482703,0.0101713387872129,Promoter (<=1kb),14,95086228,95157318,71091,2,ENSG00000100697.17,ENST00000529720.2,0
6732,chr12,126531610,126531722,113,5.787511,6.115974,5.361516,0.692456,0.001444229638518,0.0101787408108942,Distal Intergenic,12,126524248,126524626,379,1,ENSG00000256310.1,ENST00000542110.1,7362
6733,chr9,77522734,77522844,111,6.075094,6.38415,5.681257,0.648087,0.0014443909517735,0.0101787408108942,"Intron (ENST00000439145.1/ENSG00000231373.1, intron 3 of 3)",9,77580245,77580628,384,1,ENSG00000228248.1,ENST00000448540.1,-57401
6734,chr14,33305885,33305995,111,5.888861,6.224829,5.450115,0.712858,0.0014459376878636,0.0101881276230698,"Intron (ENST00000551634.6/ENSG00000151322.20, intron 2 of 10)",14,33215312,33612580,397269,1,ENSG00000151322.20,ENST00000546849.1,90573
6735,chr11,36109515,36110718,1204,6.149999,5.724944,6.477904,-0.648907,0.0014464780180152,0.0101904215291445,Promoter (<=1kb),11,36109925,36229211,119287,1,ENSG00000179241.13,ENST00000534091.1,0
6736,chr6,154981944,154982055,112,6.689071,6.991574,6.30584,0.643727,0.001446710344911,0.010190545196755,"Intron (ENST00000461783.7/ENSG00000146426.19, intron 3 of 28)",6,154995315,155257723,262409,1,ENSG00000146426.19,ENST00000682666.1,-13260
6737,chr12,49055918,49056330,413,3.649499,4.270498,2.535653,0.946796,0.0014490569592588,0.0102055595373182,Promoter (<=1kb),12,49021780,49055324,33545,2,ENSG00000167548.18,ENST00000692637.1,-594
6738,chr12,53324693,53326032,1340,5.324209,4.807876,5.703668,-0.716996,0.0014503988661327,0.0102130590664172,Promoter (<=1kb),12,53307460,53324758,17299,2,ENSG00000094914.14,ENST00000550286.5,0
6739,chr14,27673013,27673869,857,4.57338,3.911342,5.025464,-0.838752,0.0014505522898454,0.0102130590664172,Promoter (<=1kb),14,27259142,27673230,414089,2,ENSG00000258932.5,ENST00000553392.5,0
6740,chr22,45620483,45620596,114,7.317524,7.578379,6.99886,0.534049,0.0014509693696783,0.0102144799187685,Promoter (<=1kb),22,45604432,45620858,16427,2,ENSG00000238120.2,ENST00000701502.1,262
6741,chr20,41317001,41318158,1158,6.408424,6.047932,6.696607,-0.583062,0.00145139453789,0.0102159572813839,Promoter (<=1kb),20,41178455,41317731,139277,2,ENSG00000174306.22,ENST00000683867.1,0
6742,chrX,123993353,123993463,111,7.603208,7.921292,7.194554,0.649079,0.0014518817492223,0.0102178708450169,"Intron (ENST00000394477.5/ENSG00000101972.20, intron 1 of 3)",23,123963170,124037585,74416,1,ENSG00000101972.20,ENST00000394478.1,30183
6743,chr16,84506066,84506273,208,8.033357,8.328913,7.661228,0.603099,0.0014522392809361,0.0102188713335101,Promoter (1-2kb),16,84479791,84504690,24900,2,ENSG00000140950.16,ENST00000570036.5,-1376
6744,chr17,32280052,32281254,1203,4.843529,5.284845,4.20453,0.795002,0.0014526923502744,0.0102201067492263,Promoter (<=1kb),17,32280387,32280953,567,2,ENSG00000263674.1,ENST00000584815.1,0
6745,chr3,81488704,81488814,111,5.180058,5.549413,4.682336,0.74112,0.0014528456420403,0.0102201067492263,Distal Intergenic,3,81509476,81509664,189,1,ENSG00000222389.1,ENST00000410457.1,-20662
6746,chr12,120317186,120317900,715,5.820034,5.343333,6.177733,-0.675655,0.0014533235096259,0.0102219528438676,Distal Intergenic,12,120313238,120313341,104,2,ENSG00000252659.1,ENST00000516850.1,-3845
6747,chr18,55892618,55893448,831,4.286399,3.506321,4.789915,-0.882787,0.0014552630092022,0.0102340772581339,Promoter (<=1kb),18,55893038,56023462,130425,1,ENSG00000267327.2,ENST00000589440.1,0
6748,chr7,93618673,93618782,110,5.016898,5.409255,4.476255,0.788295,0.0014557561866163,0.0102360283850881,"Intron (ENST00000455502.5/ENSG00000127928.13, intron 1 of 3)",7,93591573,93911075,319503,1,ENSG00000127928.13,ENST00000455502.5,27100
6749,chr4,121421720,121421929,210,5.208949,5.585892,4.697284,0.754971,0.0014565780482321,0.0102397249164911,Distal Intergenic,4,121451541,121451967,427,1,ENSG00000224062.4,ENST00000512282.2,-29612
6750,chr15,52804418,52806259,1842,6.189173,5.789583,6.501753,-0.615671,0.0014567135218832,0.0102397249164911,Promoter (<=1kb),15,52800161,52804989,4829,2,ENSG00000259203.4,ENST00000654059.3,0
6751,chr6,106212149,106212265,117,6.772246,7.06965,6.397177,0.633355,0.0014580495154603,0.010247597898024,"Intron (ENST00000636437.1/ENSG00000057663.16, intron 5 of 6)",6,106184476,106202429,17954,2,ENSG00000057663.16,ENST00000475645.1,-9720
6752,chr5,148885173,148885292,120,7.397345,7.683317,7.040312,0.597344,0.0014584669372912,0.0102490135131216,Distal Intergenic,5,148859611,148860384,774,1,ENSG00000289430.1,ENST00000692828.1,25562
6753,chr16,1964118,1965281,1164,5.439597,4.956723,5.800746,-0.702068,0.0014588491554403,0.0102501813604816,Promoter (<=1kb),16,1962058,1964826,2769,2,ENSG00000140988.16,ENST00000343262.9,0
6754,chr21,35247163,35247274,112,4.801754,5.211585,4.227148,0.790167,0.0014598185295627,0.0102554737327055,"Intron (ENST00000475045.6/ENSG00000159216.19, intron 9 of 12)",21,35136638,35139222,2585,1,ENSG00000234703.1,ENST00000455028.1,110525
6755,chr3,150739577,150739687,111,4.546088,4.992191,3.896911,0.8341,0.0014615458904256,0.0102656007103258,Promoter (<=1kb),3,150734469,150738977,4509,2,ENSG00000287688.1,ENST00000654592.1,-600
6756,chr3,155800901,155801011,111,7.616472,7.900269,7.26283,0.586335,0.0014616927667965,0.0102656007103258,"Intron (ENST00000482061.6/ENSG00000174928.16, intron 3 of 5)",3,155763787,155806251,42465,2,ENSG00000174928.16,ENST00000486435.1,5240
6757,chr3,75129355,75129469,115,6.460178,6.739699,6.113161,0.598637,0.0014627167260593,0.0102701411694138,Distal Intergenic,3,75084155,75085237,1083,1,ENSG00000241022.1,ENST00000496376.1,45200
6758,chr21,16714691,16714804,114,6.622127,6.919478,6.247143,0.636471,0.0014630346824957,0.0102701411694138,Distal Intergenic,21,16718998,16719157,160,1,ENSG00000239023.1,ENST00000458992.1,-4194
6759,chr11,105235072,105235181,110,5.781821,6.114723,5.348307,0.697168,0.001463164861725,0.0102701411694138,"Intron (ENST00000649856.1/ENSG00000255501.3, intron 4 of 7)",11,105246880,105247060,181,2,ENSG00000255336.1,ENST00000528941.1,11879
